;DayOfWeek;POS Total Units Sold Promo and Regular;Encoded_REST_KEY
4055;Wednesday;34;Store4
4056;Thursday;48;Store1
4057;Thursday;57;Store2
4058;Thursday;70;Store3
4059;Thursday;44;Store4
4060;Friday;61;Store1
4061;Friday;99;Store2
4062;Friday;78;Store3
4063;Friday;42;Store4
4064;Saturday;52;Store1
4065;Saturday;55;Store2
4066;Saturday;77;Store3
4067;Saturday;25;Store4
4068;Sunday;48;Store1
4069;Sunday;35;Store2
4070;Sunday;38;Store3
4071;Sunday;36;Store4
4072;Monday;39;Store1
4073;Monday;56;Store2
4074;Monday;47;Store3
4075;Monday;48;Store4
4076;Tuesday;55;Store1
4077;Tuesday;70;Store2
4078;Tuesday;63;Store3
4079;Tuesday;50;Store4
4080;Wednesday;65;Store1
4081;Wednesday;89;Store2
4082;Wednesday;70;Store3
4083;Wednesday;44;Store4
4084;Thursday;42;Store1
4085;Thursday;90;Store2
4086;Thursday;56;Store3
4087;Thursday;45;Store4
4088;Friday;81;Store1
4089;Friday;90;Store2
4090;Friday;93;Store3
4091;Friday;28;Store4
4092;Saturday;53;Store1
4093;Saturday;91;Store2
4094;Saturday;70;Store3
4095;Saturday;67;Store4
4096;Sunday;40;Store1
4097;Sunday;18;Store2
4098;Sunday;31;Store3
4099;Sunday;31;Store4
4100;Monday;59;Store1
4101;Monday;97;Store2
4102;Monday;48;Store3
4103;Monday;40;Store4
4104;Monday;33;Store1
4105;Monday;23;Store4
4106;Saturday;45;Store1
4107;Saturday;35;Store2
4108;Saturday;49;Store3
4109;Saturday;44;Store4
4110;Sunday;82;Store1
4111;Sunday;85;Store2
4112;Sunday;61;Store3
4113;Sunday;60;Store4
4114;Monday;67;Store1
4115;Monday;100;Store2
4116;Monday;83;Store3
4117;Monday;44;Store4
4118;Tuesday;54;Store1
4119;Tuesday;119;Store2
4120;Tuesday;56;Store3
4121;Tuesday;42;Store4
4122;Wednesday;56;Store1
4123;Wednesday;136;Store2
4124;Wednesday;68;Store3
4125;Wednesday;47;Store4
4126;Thursday;69;Store1
4127;Thursday;116;Store2
4128;Thursday;64;Store3
4129;Thursday;46;Store4
4130;Friday;67;Store1
4131;Friday;78;Store2
4132;Friday;61;Store3
4133;Friday;50;Store4
4134;Saturday;68;Store1
4135;Saturday;29;Store2
4136;Saturday;55;Store3
4137;Saturday;26;Store4
4138;Sunday;53;Store1
4139;Sunday;107;Store2
4140;Sunday;55;Store3
4141;Sunday;53;Store4
4142;Monday;54;Store1
4143;Monday;110;Store2
4144;Monday;56;Store3
4145;Monday;70;Store4
4146;Tuesday;38;Store1
4147;Tuesday;126;Store2
4148;Tuesday;70;Store3
4149;Tuesday;38;Store4
4150;Wednesday;47;Store1
4151;Wednesday;114;Store2
4152;Wednesday;49;Store3
4153;Wednesday;41;Store4
4154;Thursday;63;Store1
4155;Thursday;129;Store2
4156;Thursday;66;Store3
4157;Thursday;52;Store4
4158;Friday;56;Store1
4159;Friday;55;Store2
4160;Friday;66;Store3
4161;Friday;58;Store4
4162;Saturday;45;Store1
4163;Saturday;44;Store2
4164;Saturday;49;Store3
4165;Saturday;41;Store4
4166;Sunday;38;Store1
4167;Sunday;94;Store2
4168;Sunday;56;Store3
4169;Sunday;32;Store4
4170;Monday;56;Store1
4171;Monday;101;Store2
4172;Monday;52;Store3
4173;Monday;42;Store4
4174;Tuesday;49;Store1
4175;Tuesday;94;Store2
4176;Tuesday;76;Store3
4177;Tuesday;34;Store4
4178;Wednesday;68;Store1
4179;Wednesday;109;Store2
4180;Wednesday;65;Store3
4181;Wednesday;50;Store4
4182;Thursday;47;Store1
4183;Thursday;137;Store2
4184;Thursday;77;Store3
4185;Thursday;59;Store4
4186;Friday;58;Store1
4187;Friday;91;Store2
4188;Friday;66;Store3
4189;Friday;46;Store4
4190;Saturday;38;Store1
4191;Saturday;55;Store2
4192;Saturday;38;Store4
4193;Sunday;33;Store1
4194;Sunday;40;Store3
4195;Sunday;29;Store4
4196;Monday;56;Store1
4197;Monday;85;Store2
4198;Monday;67;Store3
4199;Monday;49;Store4
4200;Tuesday;52;Store1
4201;Tuesday;117;Store2
4202;Tuesday;66;Store3
4203;Tuesday;53;Store4
4204;Wednesday;53;Store1
4205;Wednesday;128;Store2
4206;Wednesday;126;Store3
4207;Wednesday;39;Store4
4208;Thursday;40;Store1
4209;Thursday;132;Store2
4210;Thursday;94;Store3
4211;Thursday;58;Store4
4212;Friday;84;Store1
4213;Friday;67;Store2
4214;Friday;81;Store3
4215;Friday;50;Store4
4216;Saturday;31;Store1
4217;Saturday;47;Store2
4218;Saturday;45;Store3
4219;Saturday;30;Store4
4220;Sunday;50;Store1
4221;Sunday;105;Store2
4222;Sunday;63;Store3
4223;Sunday;39;Store4
4224;Friday;1;Store1
4225;Friday;1;Store4
4226;Saturday;1;Store4
4227;Tuesday;1;Store2
4228;Wednesday;1;Store2
4229;Saturday;1;Store4
4230;Monday;1;Store4
4231;Sunday;1;Store2
4232;Thursday;1;Store2
4233;Monday;1;Store1
4234;Thursday;1;Store2
4235;Saturday;1;Store1
4236;Saturday;1;Store4
4237;Monday;1;Store4
4238;Tuesday;1;Store1
4239;Wednesday;1;Store2
4240;Thursday;1;Store1
4241;Saturday;3;Store1
4242;Saturday;3;Store2
4243;Saturday;2;Store4
4244;Sunday;7;Store1
4245;Sunday;2;Store4
4246;Monday;1;Store1
4247;Monday;6;Store2
4248;Monday;4;Store3
4249;Monday;1;Store4
4250;Tuesday;6;Store1
4251;Tuesday;2;Store2
4252;Tuesday;5;Store3
4253;Tuesday;1;Store4
4254;Wednesday;4;Store1
4255;Wednesday;1;Store2
4256;Wednesday;4;Store4
4257;Thursday;4;Store1
4258;Thursday;3;Store2
4259;Thursday;3;Store3
4260;Thursday;2;Store4
4261;Friday;4;Store1
4262;Friday;2;Store2
4263;Friday;2;Store3
4264;Friday;3;Store4
4265;Saturday;3;Store1
4266;Saturday;1;Store3
4267;Saturday;2;Store4
4268;Sunday;3;Store1
4269;Sunday;1;Store2
4270;Sunday;1;Store3
4271;Sunday;2;Store4
4272;Monday;1;Store1
4273;Monday;2;Store2
4274;Monday;1;Store3
4275;Tuesday;3;Store1
4276;Tuesday;2;Store2
4277;Tuesday;1;Store3
4278;Tuesday;4;Store4
4279;Wednesday;1;Store1
4280;Wednesday;4;Store2
4281;Wednesday;4;Store3
4282;Wednesday;5;Store4
4283;Thursday;4;Store1
4284;Thursday;6;Store2
4285;Thursday;1;Store3
4286;Thursday;5;Store4
4287;Friday;4;Store1
4288;Friday;1;Store2
4289;Friday;2;Store3
4290;Friday;1;Store4
4291;Saturday;2;Store1
4292;Saturday;1;Store2
4293;Saturday;2;Store3
4294;Saturday;5;Store4
4295;Sunday;2;Store1
4296;Sunday;1;Store3
4297;Sunday;1;Store4
4298;Monday;2;Store1
4299;Monday;2;Store2
4300;Monday;1;Store4
4301;Tuesday;4;Store1
4302;Tuesday;6;Store2
4303;Tuesday;2;Store3
4304;Tuesday;4;Store4
4305;Wednesday;3;Store2
4306;Wednesday;3;Store3
4307;Wednesday;2;Store4
4308;Thursday;1;Store1
4309;Thursday;5;Store2
4310;Thursday;2;Store3
4311;Thursday;2;Store4
4312;Friday;4;Store1
4313;Friday;5;Store2
4314;Friday;1;Store4
4315;Saturday;2;Store1
4316;Saturday;2;Store2
4317;Saturday;1;Store3
4318;Saturday;5;Store4
4319;Sunday;1;Store1
4320;Sunday;1;Store2
4321;Sunday;1;Store4
4322;Monday;1;Store1
4323;Monday;4;Store2
4324;Monday;5;Store3
4325;Monday;2;Store4
4326;Tuesday;2;Store1
4327;Tuesday;1;Store2
4328;Tuesday;3;Store3
4329;Tuesday;5;Store4
4330;Wednesday;5;Store1
4331;Wednesday;4;Store2
4332;Wednesday;2;Store3
4333;Wednesday;5;Store4
4334;Thursday;4;Store1
4335;Thursday;2;Store2
4336;Thursday;2;Store3
4337;Friday;3;Store1
4338;Friday;1;Store2
4339;Friday;2;Store3
4340;Friday;3;Store4
4341;Saturday;3;Store1
4342;Saturday;1;Store2
4343;Saturday;2;Store3
4344;Saturday;6;Store4
4345;Sunday;6;Store1
4346;Sunday;1;Store2
4347;Sunday;1;Store3
4348;Sunday;4;Store4
4349;Monday;3;Store1
4350;Monday;8;Store2
4351;Monday;2;Store3
4352;Monday;1;Store4
4353;Monday;4;Store1
4354;Monday;2;Store2
4355;Monday;2;Store4
4356;Saturday;5;Store1
4357;Saturday;1;Store2
4358;Saturday;1;Store3
4359;Saturday;2;Store4
4360;Sunday;2;Store1
4361;Sunday;5;Store2
4362;Sunday;2;Store3
4363;Sunday;2;Store4
4364;Monday;3;Store1
4365;Monday;2;Store2
4366;Monday;2;Store3
4367;Monday;3;Store4
4368;Tuesday;1;Store1
4369;Tuesday;5;Store2
4370;Tuesday;4;Store4
4371;Wednesday;4;Store1
4372;Wednesday;1;Store2
4373;Wednesday;2;Store3
4374;Wednesday;2;Store4
4375;Thursday;4;Store1
4376;Thursday;5;Store2
4377;Thursday;2;Store3
4378;Thursday;5;Store4
4379;Friday;1;Store2
4380;Friday;1;Store3
4381;Friday;1;Store4
4382;Saturday;6;Store1
4383;Saturday;1;Store2
4384;Saturday;1;Store3
4385;Saturday;2;Store4
4386;Sunday;5;Store1
4387;Sunday;7;Store2
4388;Sunday;2;Store3
4389;Sunday;6;Store4
4390;Monday;5;Store1
4391;Monday;4;Store2
4392;Monday;2;Store3
4393;Monday;2;Store4
4394;Tuesday;4;Store1
4395;Tuesday;2;Store2
4396;Tuesday;1;Store3
4397;Tuesday;3;Store4
4398;Wednesday;1;Store1
4399;Wednesday;3;Store2
4400;Wednesday;2;Store3
4401;Wednesday;8;Store4
4402;Thursday;5;Store1
4403;Thursday;10;Store2
4404;Thursday;6;Store4
4405;Friday;4;Store1
4406;Friday;2;Store2
4407;Saturday;3;Store2
4408;Saturday;1;Store3
4409;Saturday;3;Store4
4410;Sunday;5;Store1
4411;Sunday;5;Store2
4412;Sunday;4;Store4
4413;Monday;4;Store1
4414;Monday;9;Store2
4415;Monday;2;Store3
4416;Monday;2;Store4
4417;Tuesday;2;Store1
4418;Tuesday;2;Store2
4419;Tuesday;4;Store3
4420;Tuesday;5;Store4
4421;Wednesday;3;Store1
4422;Wednesday;8;Store2
4423;Wednesday;1;Store3
4424;Thursday;4;Store1
4425;Thursday;4;Store2
4426;Thursday;1;Store3
4427;Thursday;3;Store4
4428;Friday;3;Store1
4429;Friday;3;Store2
4430;Friday;2;Store4
4431;Saturday;2;Store1
4432;Saturday;2;Store2
4433;Saturday;1;Store4
4434;Sunday;2;Store1
4435;Sunday;4;Store3
4436;Sunday;6;Store4
4437;Monday;3;Store1
4438;Monday;6;Store2
4439;Monday;1;Store3
4440;Monday;3;Store4
4441;Tuesday;5;Store1
4442;Tuesday;5;Store2
4443;Tuesday;3;Store3
4444;Tuesday;3;Store4
4445;Wednesday;2;Store1
4446;Wednesday;8;Store2
4447;Wednesday;3;Store3
4448;Wednesday;4;Store4
4449;Thursday;3;Store1
4450;Thursday;8;Store2
4451;Thursday;3;Store3
4452;Thursday;1;Store4
4453;Friday;4;Store1
4454;Friday;1;Store2
4455;Friday;1;Store3
4456;Friday;1;Store4
4457;Saturday;1;Store1
4458;Saturday;1;Store2
4459;Saturday;2;Store3
4460;Sunday;6;Store1
4461;Sunday;7;Store2
4462;Sunday;3;Store3
4463;Sunday;3;Store4
4464;Saturday;1;Store3
4465;Saturday;3;Store4
4466;Sunday;1;Store1
4467;Sunday;2;Store4
4468;Monday;2;Store1
4469;Monday;3;Store2
4470;Monday;2;Store3
4471;Monday;3;Store4
4472;Tuesday;2;Store1
4473;Tuesday;1;Store2
4474;Tuesday;2;Store4
4475;Wednesday;1;Store1
4476;Wednesday;1;Store2
4477;Wednesday;1;Store4
4478;Thursday;1;Store1
4479;Thursday;1;Store4
4480;Friday;1;Store1
4481;Friday;2;Store3
4482;Friday;4;Store4
4483;Saturday;4;Store2
4484;Sunday;2;Store2
4485;Monday;4;Store1
4486;Monday;2;Store2
4487;Monday;5;Store4
4488;Tuesday;1;Store1
4489;Tuesday;3;Store2
4490;Tuesday;1;Store3
4491;Wednesday;6;Store1
4492;Wednesday;2;Store2
4493;Thursday;4;Store2
4494;Thursday;1;Store3
4495;Friday;2;Store1
4496;Friday;2;Store2
4497;Friday;1;Store3
4498;Friday;3;Store4
4499;Saturday;1;Store3
4500;Sunday;3;Store1
4501;Sunday;2;Store2
4502;Monday;1;Store1
4503;Monday;2;Store2
4504;Monday;2;Store4
4505;Tuesday;2;Store2
4506;Wednesday;1;Store1
4507;Wednesday;5;Store2
4508;Wednesday;1;Store4
4509;Thursday;1;Store1
4510;Thursday;4;Store2
4511;Thursday;3;Store3
4512;Thursday;4;Store4
4513;Friday;2;Store1
4514;Friday;2;Store2
4515;Friday;1;Store3
4516;Friday;2;Store4
4517;Saturday;3;Store2
4518;Saturday;1;Store3
4519;Saturday;1;Store4
4520;Sunday;1;Store1
4521;Sunday;1;Store4
4522;Monday;2;Store1
4523;Monday;1;Store2
4524;Monday;1;Store3
4525;Monday;3;Store4
4526;Tuesday;1;Store1
4527;Tuesday;2;Store2
4528;Tuesday;2;Store3
4529;Tuesday;3;Store4
4530;Wednesday;1;Store1
4531;Wednesday;2;Store2
4532;Wednesday;1;Store3
4533;Wednesday;1;Store4
4534;Thursday;4;Store1
4535;Thursday;1;Store2
4536;Thursday;1;Store3
4537;Thursday;3;Store4
4538;Friday;5;Store1
4539;Friday;3;Store2
4540;Friday;1;Store4
4541;Saturday;3;Store2
4542;Saturday;1;Store3
4543;Saturday;3;Store4
4544;Sunday;2;Store1
4545;Sunday;1;Store2
4546;Sunday;2;Store4
4547;Monday;2;Store1
4548;Monday;2;Store2
4549;Monday;1;Store4
4550;Monday;1;Store1
4551;Monday;3;Store3
4552;Monday;1;Store4
4553;Saturday;4;Store1
4554;Saturday;1;Store3
4555;Sunday;1;Store1
4556;Sunday;1;Store2
4557;Sunday;1;Store4
4558;Monday;1;Store1
4559;Monday;2;Store2
4560;Monday;2;Store4
4561;Tuesday;4;Store1
4562;Tuesday;3;Store2
4563;Tuesday;4;Store3
4564;Tuesday;1;Store4
4565;Wednesday;2;Store1
4566;Wednesday;2;Store2
4567;Wednesday;1;Store3
4568;Wednesday;1;Store4
4569;Thursday;1;Store1
4570;Thursday;4;Store2
4571;Thursday;1;Store3
4572;Thursday;1;Store4
4573;Friday;1;Store1
4574;Friday;3;Store3
4575;Friday;4;Store4
4576;Saturday;1;Store1
4577;Saturday;2;Store3
4578;Saturday;2;Store4
4579;Sunday;3;Store2
4580;Sunday;2;Store3
4581;Sunday;2;Store4
4582;Monday;1;Store2
4583;Monday;1;Store4
4584;Tuesday;1;Store1
4585;Tuesday;1;Store2
4586;Tuesday;1;Store3
4587;Tuesday;3;Store4
4588;Wednesday;3;Store1
4589;Wednesday;3;Store2
4590;Wednesday;3;Store4
4591;Thursday;1;Store2
4592;Thursday;1;Store3
4593;Thursday;1;Store4
4594;Friday;3;Store1
4595;Friday;2;Store2
4596;Friday;1;Store3
4597;Friday;3;Store4
4598;Saturday;2;Store1
4599;Saturday;1;Store2
4600;Saturday;4;Store4
4601;Sunday;2;Store1
4602;Sunday;1;Store2
4603;Sunday;1;Store3
4604;Monday;2;Store1
4605;Monday;1;Store2
4606;Monday;1;Store3
4607;Monday;6;Store4
4608;Tuesday;1;Store1
4609;Tuesday;1;Store2
4610;Tuesday;1;Store3
4611;Tuesday;1;Store4
4612;Wednesday;2;Store1
4613;Wednesday;3;Store2
4614;Thursday;3;Store1
4615;Thursday;2;Store2
4616;Thursday;3;Store4
4617;Friday;8;Store1
4618;Friday;1;Store2
4619;Friday;1;Store3
4620;Friday;1;Store4
4621;Saturday;1;Store1
4622;Saturday;1;Store2
4623;Saturday;2;Store4
4624;Sunday;4;Store1
4625;Sunday;2;Store4
4626;Monday;3;Store1
4627;Monday;2;Store2
4628;Monday;4;Store4
4629;Tuesday;4;Store1
4630;Tuesday;1;Store2
4631;Tuesday;5;Store4
4632;Wednesday;1;Store1
4633;Wednesday;1;Store2
4634;Wednesday;2;Store3
4635;Wednesday;4;Store4
4636;Thursday;6;Store1
4637;Thursday;3;Store2
4638;Thursday;1;Store3
4639;Thursday;2;Store4
4640;Friday;6;Store1
4641;Friday;4;Store2
4642;Friday;1;Store3
4643;Saturday;1;Store1
4644;Saturday;2;Store2
4645;Saturday;1;Store4
4646;Sunday;1;Store1
4647;Sunday;2;Store2
4648;Sunday;1;Store3
4649;Sunday;4;Store4
4650;Saturday;49;Store1
4651;Saturday;30;Store2
4652;Saturday;29;Store3
4653;Saturday;56;Store4
4654;Sunday;55;Store1
4655;Sunday;53;Store2
4656;Sunday;14;Store3
4657;Sunday;40;Store4
4658;Monday;47;Store1
4659;Monday;75;Store2
4660;Monday;62;Store3
4661;Monday;47;Store4
4662;Tuesday;47;Store1
4663;Tuesday;82;Store2
4664;Tuesday;66;Store3
4665;Tuesday;32;Store4
4666;Wednesday;50;Store1
4667;Wednesday;72;Store2
4668;Wednesday;45;Store3
4669;Wednesday;25;Store4
4670;Thursday;63;Store1
4671;Thursday;76;Store2
4672;Thursday;68;Store3
4673;Thursday;29;Store4
4674;Friday;57;Store1
4675;Friday;119;Store2
4676;Friday;65;Store3
4677;Friday;45;Store4
4678;Saturday;62;Store1
4679;Saturday;73;Store2
4680;Saturday;64;Store3
4681;Saturday;45;Store4
4682;Sunday;51;Store1
4683;Sunday;41;Store2
4684;Sunday;28;Store3
4685;Sunday;39;Store4
4686;Monday;35;Store1
4687;Monday;64;Store2
4688;Monday;42;Store3
4689;Monday;24;Store4
4690;Tuesday;39;Store1
4691;Tuesday;57;Store2
4692;Tuesday;51;Store3
4693;Tuesday;38;Store4
4694;Wednesday;41;Store1
4695;Wednesday;70;Store2
4696;Wednesday;48;Store3
4697;Wednesday;26;Store4
4698;Thursday;52;Store1
4699;Thursday;84;Store2
4700;Thursday;51;Store3
4701;Thursday;30;Store4
4702;Friday;54;Store1
4703;Friday;73;Store2
4704;Friday;54;Store3
4705;Friday;44;Store4
4706;Saturday;76;Store1
4707;Saturday;77;Store2
4708;Saturday;35;Store3
4709;Saturday;66;Store4
4710;Sunday;38;Store1
4711;Sunday;62;Store2
4712;Sunday;26;Store3
4713;Sunday;50;Store4
4714;Monday;35;Store1
4715;Monday;52;Store2
4716;Monday;44;Store3
4717;Monday;32;Store4
4718;Tuesday;42;Store1
4719;Tuesday;84;Store2
4720;Tuesday;42;Store3
4721;Tuesday;39;Store4
4722;Wednesday;42;Store1
4723;Wednesday;83;Store2
4724;Wednesday;61;Store3
4725;Wednesday;38;Store4
4726;Thursday;38;Store1
4727;Thursday;82;Store2
4728;Thursday;43;Store3
4729;Thursday;35;Store4
4730;Friday;46;Store1
4731;Friday;72;Store2
4732;Friday;62;Store3
4733;Friday;35;Store4
4734;Saturday;83;Store1
4735;Saturday;95;Store2
4736;Saturday;41;Store3
4737;Saturday;55;Store4
4738;Sunday;68;Store1
4739;Sunday;52;Store2
4740;Sunday;31;Store3
4741;Sunday;47;Store4
4742;Monday;35;Store1
4743;Monday;69;Store2
4744;Monday;53;Store3
4745;Monday;27;Store4
4746;Tuesday;44;Store1
4747;Tuesday;77;Store2
4748;Tuesday;50;Store3
4749;Tuesday;39;Store4
4750;Wednesday;46;Store1
4751;Wednesday;77;Store2
4752;Wednesday;47;Store3
4753;Wednesday;40;Store4
4754;Thursday;60;Store1
4755;Thursday;84;Store2
4756;Thursday;78;Store3
4757;Thursday;43;Store4
4758;Friday;62;Store1
4759;Friday;97;Store2
4760;Friday;63;Store3
4761;Friday;31;Store4
4762;Saturday;82;Store1
4763;Saturday;61;Store2
4764;Saturday;41;Store3
4765;Saturday;61;Store4
4766;Sunday;49;Store1
4767;Sunday;33;Store2
4768;Sunday;32;Store3
4769;Sunday;41;Store4
4770;Monday;38;Store1
4771;Monday;70;Store2
4772;Monday;50;Store3
4773;Monday;42;Store4
4774;Monday;38;Store1
4775;Monday;38;Store4
4776;Saturday;44;Store1
4777;Saturday;44;Store2
4778;Saturday;20;Store3
4779;Saturday;24;Store4
4780;Sunday;43;Store1
4781;Sunday;64;Store2
4782;Sunday;51;Store3
4783;Sunday;37;Store4
4784;Monday;34;Store1
4785;Monday;79;Store2
4786;Monday;55;Store3
4787;Monday;38;Store4
4788;Tuesday;54;Store1
4789;Tuesday;61;Store2
4790;Tuesday;34;Store3
4791;Tuesday;35;Store4
4792;Wednesday;42;Store1
4793;Wednesday;92;Store2
4794;Wednesday;31;Store3
4795;Wednesday;48;Store4
4796;Thursday;43;Store1
4797;Thursday;80;Store2
4798;Thursday;48;Store3
4799;Thursday;38;Store4
4800;Friday;70;Store1
4801;Friday;82;Store2
4802;Friday;45;Store3
4803;Friday;65;Store4
4804;Saturday;41;Store1
4805;Saturday;28;Store2
4806;Saturday;31;Store3
4807;Saturday;51;Store4
4808;Sunday;43;Store1
4809;Sunday;61;Store2
4810;Sunday;52;Store3
4811;Sunday;30;Store4
4812;Monday;39;Store1
4813;Monday;65;Store2
4814;Monday;49;Store3
4815;Monday;40;Store4
4816;Tuesday;44;Store1
4817;Tuesday;108;Store2
4818;Tuesday;36;Store3
4819;Tuesday;20;Store4
4820;Wednesday;46;Store1
4821;Wednesday;70;Store2
4822;Wednesday;56;Store3
4823;Wednesday;29;Store4
4824;Thursday;43;Store1
4825;Thursday;81;Store2
4826;Thursday;37;Store3
4827;Thursday;30;Store4
4828;Friday;71;Store1
4829;Friday;70;Store2
4830;Friday;54;Store3
4831;Friday;70;Store4
4832;Saturday;62;Store1
4833;Saturday;31;Store2
4834;Saturday;39;Store3
4835;Saturday;54;Store4
4836;Sunday;33;Store1
4837;Sunday;54;Store2
4838;Sunday;48;Store3
4839;Sunday;31;Store4
4840;Monday;41;Store1
4841;Monday;67;Store2
4842;Monday;42;Store3
4843;Monday;34;Store4
4844;Tuesday;49;Store1
4845;Tuesday;61;Store2
4846;Tuesday;39;Store3
4847;Tuesday;37;Store4
4848;Wednesday;45;Store1
4849;Wednesday;79;Store2
4850;Wednesday;46;Store3
4851;Wednesday;29;Store4
4852;Thursday;44;Store1
4853;Thursday;92;Store2
4854;Thursday;58;Store3
4855;Thursday;52;Store4
4856;Friday;81;Store1
4857;Friday;75;Store2
4858;Friday;51;Store3
4859;Friday;56;Store4
4860;Saturday;65;Store1
4861;Saturday;38;Store2
4862;Saturday;54;Store4
4863;Sunday;35;Store1
4864;Sunday;40;Store3
4865;Sunday;29;Store4
4866;Monday;47;Store1
4867;Monday;66;Store2
4868;Monday;73;Store3
4869;Monday;30;Store4
4870;Tuesday;42;Store1
4871;Tuesday;63;Store2
4872;Tuesday;47;Store3
4873;Tuesday;34;Store4
4874;Wednesday;47;Store1
4875;Wednesday;75;Store2
4876;Wednesday;62;Store3
4877;Wednesday;29;Store4
4878;Thursday;50;Store1
4879;Thursday;79;Store2
4880;Thursday;62;Store3
4881;Thursday;32;Store4
4882;Friday;67;Store1
4883;Friday;57;Store2
4884;Friday;48;Store3
4885;Friday;77;Store4
4886;Saturday;62;Store1
4887;Saturday;43;Store2
4888;Saturday;30;Store3
4889;Saturday;41;Store4
4890;Sunday;44;Store1
4891;Sunday;61;Store2
4892;Sunday;38;Store3
4893;Sunday;48;Store4
4894;Saturday;22;Store1
4895;Saturday;17;Store2
4896;Saturday;11;Store3
4897;Saturday;5;Store4
4898;Sunday;21;Store1
4899;Sunday;9;Store2
4900;Sunday;7;Store3
4901;Sunday;16;Store4
4902;Monday;14;Store1
4903;Monday;23;Store2
4904;Monday;13;Store3
4905;Monday;10;Store4
4906;Tuesday;18;Store1
4907;Tuesday;16;Store2
4908;Tuesday;16;Store3
4909;Tuesday;7;Store4
4910;Wednesday;14;Store1
4911;Wednesday;27;Store2
4912;Wednesday;18;Store3
4913;Wednesday;9;Store4
4914;Thursday;18;Store1
4915;Thursday;21;Store2
4916;Thursday;16;Store3
4917;Thursday;10;Store4
4918;Friday;20;Store1
4919;Friday;38;Store2
4920;Friday;14;Store3
4921;Friday;13;Store4
4922;Saturday;20;Store1
4923;Saturday;20;Store2
4924;Saturday;6;Store3
4925;Saturday;11;Store4
4926;Sunday;17;Store1
4927;Sunday;4;Store2
4928;Sunday;13;Store3
4929;Sunday;14;Store4
4930;Monday;16;Store1
4931;Monday;14;Store2
4932;Monday;19;Store3
4933;Monday;19;Store4
4934;Tuesday;14;Store1
4935;Tuesday;20;Store2
4936;Tuesday;13;Store3
4937;Tuesday;7;Store4
4938;Wednesday;18;Store1
4939;Wednesday;32;Store2
4940;Wednesday;15;Store3
4941;Wednesday;10;Store4
4942;Thursday;10;Store1
4943;Thursday;30;Store2
4944;Thursday;19;Store3
4945;Thursday;15;Store4
4946;Friday;17;Store1
4947;Friday;19;Store2
4948;Friday;20;Store3
4949;Friday;14;Store4
4950;Saturday;33;Store1
4951;Saturday;17;Store2
4952;Saturday;13;Store3
4953;Saturday;7;Store4
4954;Sunday;24;Store1
4955;Sunday;20;Store2
4956;Sunday;5;Store3
4957;Sunday;17;Store4
4958;Monday;14;Store1
4959;Monday;15;Store2
4960;Monday;7;Store3
4961;Monday;15;Store4
4962;Tuesday;23;Store1
4963;Tuesday;25;Store2
4964;Tuesday;12;Store3
4965;Tuesday;10;Store4
4966;Wednesday;26;Store1
4967;Wednesday;18;Store2
4968;Wednesday;14;Store3
4969;Wednesday;7;Store4
4970;Thursday;17;Store1
4971;Thursday;21;Store2
4972;Thursday;11;Store3
4973;Thursday;12;Store4
4974;Friday;14;Store1
4975;Friday;29;Store2
4976;Friday;22;Store3
4977;Friday;20;Store4
4978;Saturday;36;Store1
4979;Saturday;12;Store2
4980;Saturday;20;Store3
4981;Saturday;17;Store4
4982;Sunday;20;Store1
4983;Sunday;10;Store2
4984;Sunday;13;Store3
4985;Sunday;22;Store4
4986;Monday;18;Store1
4987;Monday;19;Store2
4988;Monday;14;Store3
4989;Monday;16;Store4
4990;Tuesday;15;Store1
4991;Tuesday;19;Store2
4992;Tuesday;18;Store3
4993;Tuesday;14;Store4
4994;Wednesday;18;Store1
4995;Wednesday;20;Store2
4996;Wednesday;23;Store3
4997;Wednesday;15;Store4
4998;Thursday;18;Store1
4999;Thursday;25;Store2
5000;Thursday;13;Store3
5001;Thursday;14;Store4
5002;Friday;16;Store1
5003;Friday;23;Store2
5004;Friday;16;Store3
5005;Friday;11;Store4
5006;Saturday;22;Store1
5007;Saturday;24;Store2
5008;Saturday;15;Store3
5009;Saturday;22;Store4
5010;Sunday;27;Store1
5011;Sunday;7;Store2
5012;Sunday;15;Store3
5013;Sunday;11;Store4
5014;Monday;13;Store1
5015;Monday;9;Store2
5016;Monday;22;Store3
5017;Monday;18;Store4
5018;Monday;16;Store1
5019;Monday;7;Store4
5020;Saturday;20;Store1
5021;Saturday;11;Store2
5022;Saturday;10;Store3
5023;Saturday;14;Store4
5024;Sunday;16;Store1
5025;Sunday;24;Store2
5026;Sunday;15;Store3
5027;Sunday;7;Store4
5028;Monday;19;Store1
5029;Monday;29;Store2
5030;Monday;9;Store3
5031;Monday;18;Store4
5032;Tuesday;20;Store1
5033;Tuesday;25;Store2
5034;Tuesday;13;Store3
5035;Tuesday;20;Store4
5036;Wednesday;12;Store1
5037;Wednesday;21;Store2
5038;Wednesday;12;Store3
5039;Wednesday;14;Store4
5040;Thursday;24;Store1
5041;Thursday;30;Store2
5042;Thursday;16;Store3
5043;Thursday;18;Store4
5044;Friday;23;Store1
5045;Friday;14;Store2
5046;Friday;10;Store3
5047;Friday;30;Store4
5048;Saturday;22;Store1
5049;Saturday;4;Store2
5050;Saturday;11;Store3
5051;Saturday;25;Store4
5052;Sunday;7;Store1
5053;Sunday;15;Store2
